Lemmatized	Original
voucher	vouchers
high_standard	high_standards
inefficient_practice	inefficient_practices
granulomatous_infection	granulomatous_infections
sodium_level	sodium_levels
difference_in_outcome_between_the_two_group	differences_in_outcomes_between_the_two_groups
reduction_of_greenhouse_gas_emission	reduction_of_greenhouse_gas_emissions
remaining_difference	remaining_differences
intrinsic_benefit_of_marriage	intrinsic_benefits_of_marriage
wild_animal_attack	wild_animal_attacks
subterranean_fire	subterranean_fires
digestive_disease	digestive_diseases
increasing_number_of_motor_vehicle	increasing_numbers_of_motor_vehicles
richer_,_better_plant_yield	richer_,_better_plants_yields
high_level_of_achievement	high_levels_of_achievement
sierra_brokerage_'s_violation_of_section_15	sierra_brokerage_'s_violations_of_section_15
injury_to_the_ligament_on_the_inner_portion_of_the_knee	injury_to_the_ligaments_on_the_inner_portion_of_the_knee
lra_rebel	lra_rebels
destruction_in_the_northern_district_of_uganda	destruction_in_the_northern_districts_of_uganda
chronic_ear_problem	chronic_ear_problems
serious_bacterial_infection	serious_bacterial_infections
hair	hairs
phototoxic_reaction	phototoxic_reactions
imbalance_of_these_force	imbalance_of_these_forces
lower_than_anticipated_net_sale	lower_than_anticipated_net_sales
unplanned_habit	unplanned_habits
attack_of_september_11	attacks_of_september_11
increased_instream_flow_for_salmon	increased_instream_flows_for_salmon
increasing_challenge	increasing_challenges
plaintiff_'_damage	plaintiffs_'_damages
new_gene	new_genes
immunological_change	immunological_changes
nutrient_depletion	nutrient_depletions
anti-ulcer_drug	anti-ulcer_drugs
selection_procedure	selection_procedures
fairness_in_circumstance	fairness_in_circumstances
contempt_of_court_charge	contempt_of_court_charges
software_update	software_updates
american_demand	american_demands
bone_abnormality	bone_abnormalities
vessel_collision	vessel_collisions
injury_to_penile_nerve	injury_to_penile_nerves
change_in_the_cell_of_your_cervix	changes_in_the_cells_of_your_cervix
local_environmental_problem	local_environmental_problems
casualty_in_nepal	casualties_in_nepal
unique_characteristic	unique_characteristics
death_of_brain_cell_in_the_hippocampus	death_of_brain_cells_in_the_hippocampus
chronically_high_cortisol_level	chronically_high_cortisol_levels
motor_side_effect	motor_side_effects
dispersal_of_water_dependent_us_along_the_region_'s_extensive_shoreline	dispersal_of_water_dependent_uses_along_the_region_'s_extensive_shoreline
decline_of_sser_maritime_center	decline_of_sser_maritime_centers
rising_unemployment_rate_across_the_country	rising_unemployment_rates_across_the_country
significant_reallocation_of_resource_in_the_export_sector	significant_reallocation_of_resources_in_the_export_sector
creosote_buildup_in_chimney	creosote_buildup_in_chimneys
rock_slide	rock_slides
burning_coal	burning_coals
data_gap	data_gaps
imbalance_of_these_element	imbalance_of_these_elements
change_in_the_historical_spread	change_in_the_historical_spreads
implementation_of_these_rule	implementation_of_these_rules
unsustainable_use_of_resource	unsustainable_use_of_resources
enemy_to_flee	enemies_to_flee
universal_diffusion_—_alternate_era_of_evolution	universal_diffusion_—_alternate_eras_of_evolution
repulsive_force_predominating	repulsive_forces_predominating
regression_of_mullerian_duct	regression_of_mullerian_ducts
consistent_architectural_approach	consistent_architectural_approaches
deployment_effort	deployment_efforts
difference_in_style	differences_in_style
change_in_body_fat	changes_in_body_fat
ice_fishing_site	ice_fishing_sites
migration_of_health_worker	migration_of_health_workers
positive_choice	positive_choices
change_of_plan	change_of_plans
abnormality_in_the_formation	abnormalities_in_the_formation
deficiency_in_these_chain	deficiency_in_these_chains
poster	posters
adverse_environmental_effect	adverse_environmental_effects
pest_animal	pest_animals
worldwide_pandemic	worldwide_pandemics
obsession_about_food	obsessions_about_food
eu_ha_the_most_to_lose_from_any_outcome	eu_has_the_most_to_lose_from_any_outcome
u.n._sanction	u.n._sanctions
excessive_loss_of_body_fluid	excessive_loss_of_body_fluids
untreated_gonorrhea_in_woman	untreated_gonorrhea_in_women
positive_community_relation	positive_community_relations
volume_decline	volume_declines
snow-clad_himalaya_beyond_the_tree-fringed_nam_lang_river	snow-clad_himalayas_beyond_the_tree-fringed_nam_lang_river
guest_lodge_in_10_bungalow_overlooking_rice_terrace	guests_lodge_in_10_bungalows_overlooking_rice_terraces
increased_co2_emission	increased_co2_emissions
40_death	40_deaths
telecommunication_act_of_1996	telecommunications_act_of_1996
heart_failure	heart_failures
lagging_revenue	lagging_revenues
higher_level_of_net_sale	higher_level_of_net_sales
chronic_overexposure_to_isocyanate	chronic_overexposure_to_isocyanates
excessive_activation_of_glutamate_receptor	excessive_activation_of_glutamate_receptors
abolitionist	abolitionists
growth_of_seedling	growth_of_seedlings
death_in_pregnant_woman	death_in_pregnant_women
swollen_hock_syndrome	swollen_hocks_syndrome
vegetation-canopy_height	vegetation-canopy_heights
height_of_cloud	heights_of_clouds
change_in_operating_asset	changes_in_operating_assets
company_'s_higher_level_of_operation	company_'s_higher_level_of_operations
decrease_in_accrued_expense	decrease_in_accrued_expenses
small_object	small_objects
bad_decision_on_top_of_bad_decision	bad_decisions_on_top_of_bad_decisions
bad_review	bad_reviews
fire_truck	fire_trucks
attack_on_caravan_from_mecca	attacks_on_caravans_from_mecca
scattering_and_led_them_to_the_land	scattering_and_led_them_to_the_lands
mutation_in_the_myocilin_gene	mutations_in_the_myocilin_gene
leptin_problem	leptin_problems
flooding_issue	flooding_issues
moderate_rain	moderate_rains
tide_in_the_ocean	tides_in_the_ocean
significant_damage_to_cell_structure	significant_damage_to_cell_structures
big_transformation	big_transformations
clinical_behavior	clinical_behaviors
economic_activity	economic_activities
loss_of_intellectual_faculty	loss_of_intellectual_faculties
different_chemotherapy_drug	different_chemotherapy_drugs
irreversible_damage_to_the_lung	irreversible_damage_to_the_lungs
drug_war	drug_wars
hazard_analysis	hazard_analyses
response_irregularity	response_irregularities
interference_effect	interference_effects
fruit_infection	fruit_infections
name_check	name_checks
easy_conclusion	easy_conclusions
easy_suggestion	easy_suggestions
airborne_asbestos_fibre	airborne_asbestos_fibres
similar_delay	similar_delays
fracas_at_the_george_washington_bridge_that_extended_our_friday_night_drive_by_atleast_4_hour	fracas_at_the_george_washington_bridge_that_extended_our_friday_night_drive_by_atleast_4_hours
left_untreated_eating_disorder	left_untreated_eating_disorders
financial_obligation	financial_obligations
publication_in_various_scientific_journal	publications_in_various_scientific_journals
divine_action_at_babel_in_course_of_time_produced_related_dialect	divine_action_at_babel_in_course_of_time_produced_related_dialects
original_language	original_languages
delay_in_delivery	delays_in_delivery
right_violation	rights_violation
beneficial_result	beneficial_results
significant_benefit	significant_benefits
additional_cut	additional_cuts
liberalisation_policy	liberalisation_policies
bad_attitude	bad_attitudes
community_factor	community_factors
congestion-free_or_manageable_corridor	congestion-free_or_manageable_corridors
vitamin_d_deficiency_in_child	vitamin_d_deficiency_in_children
breast_cyst	breast_cysts
disc_between_your_vertebra_degenerating	discs_between_your_vertebrae_degenerating
irresponsible_driver	irresponsible_drivers
reading_score	reading_scores
multiple_entry	multiple_entries
severe_allergic_reaction_in_infant	severe_allergic_reactions_in_infants
le_movement	less_movement
foreign_clothes_brand_focus_on_accessory	foreign_clothes_brands_focus_on_accessories
rise_in_financing_cost	rise_in_financing_costs
progression_of_event	progression_of_events
minor_bug	minor_bugs
disposal_problem	disposal_problems
low_blood_sugar	low_blood_sugars
health_complaint	health_complaints
nutrient-rich_wastewater_with_fewer_odor	nutrient-rich_wastewater_with_fewer_odors
microorganism_break_down_the_manure	microorganisms_break_down_the_manure
brain	brains
added_pressure	added_pressures
wonderful_result	wonderful_results
injury_among_traveler	injury_among_travelers
ghg_reduction	ghg_reductions
permanent_position	permanent_positions
big_saving_on_energy_cost	big_savings_on_energy_costs
little_mistake	little_mistakes
disposition_of_ed_visit	disposition_of_ed_visits
painful_crack	painful_cracks
bicycle-related_death	bicycle-related_deaths
oxidized_lipid	oxidized_lipids
unexpected_circumstance	unexpected_circumstances
exposure_to_the_sun_’_s_harmful_ray	exposure_to_the_sun_’_s_harmful_rays
long_term_use_of_steroid	long_term_use_of_steroids
misalignment_in_your_spinal_bone	misalignment_in_your_spinal_bones
cocktail_of_drug	cocktail_of_drugs
single_amino_acid_change	single_amino_acid_changes
devastating_problem	devastating_problems
line_to_appear	lines_to_appear
upwards_action	upwards_actions
lady_really_feel_much_le_female	lady_really_feel_much_less_female
cesarean_procedure	cesarean_procedures
monetary_trouble	monetary_troubles
minor_issue	minor_issues
long-term_impact_to_the_seafloor	long-term_impacts_to_the_seafloor
destructive_nematode	destructive_nematodes
various_microbe	various_microbes
illegal_parking_for_good_and_service_delivery	illegal_parking_for_goods_and_services_delivery
large_tonsil	large_tonsils
cynipid_wasp	cynipid_wasps
underpaid_tax	underpaid_taxes
death_eater	death_eaters
air_crash	air_crashes
frequent_power_outage	frequent_power_outages
brain_atom	brain_atoms
gold__the_very_bond	gold__the_very_bonds
permanent_job	permanent_jobs
scintillation	scintillations
ionospheric_irregularity	ionospheric_irregularities
common_osteoarthritis_symptom	common_osteoarthritis_symptoms
cardioprotective_benefit	cardioprotective_benefits
low_s	low_ses
lower_s	lower_ses
improvement_in_efficiency	improvements_in_efficiency
bacterial_eye_infection	bacterial_eye_infections
production_of_testosterone-related_hormone	production_of_testosterone-related_hormones
change_in_practice	changes_in_practice
excursion	excursions
effusion	effusions
symptom_of_croup	symptoms_of_croup
evil_force	evil_forces
fewer_positive_cell	fewer_positive_cells
work_limitation	work_limitations
unsightly_water_condition	unsightly_water_conditions
lower_respiratory_symptom	lower_respiratory_symptoms
weak_institution	weak_institutions
minimal_side_effect	minimal_side_effects
tension_in_the_muscle	tension_in_the_muscles
earring	earrings
loose_bowel	loose_bowels
necrotic_area	necrotic_areas
rainstorm	rainstorms
epithelial_cell	epithelial_cells
urination_issue	urination_issues
car_and_truck	cars_and_trucks
extrasensory_human_capacity_in_higher_consciousness	extrasensory_human_capacities_in_higher_consciousness
energy_field_finding	energy_field_findings
serious_periodontal_problem	serious_periodontal_problems
flow_loss	flow_losses
view_from_other_member	views_from_other_members
site_raise_in_the_group_ranking	site_raises_in_the_groups_rankings
arterial_problem	arterial_problems
logical_paradox	logical_paradoxes
einstein_'s_relativity_theory	einstein_'s_relativity_theories
radio	radios
long_period_of_sitting	long_periods_of_sitting
charge_being_dropped	charges_being_dropped
high_level_exposure	high_level_exposures
meteorologic_factor	meteorologic_factors
boundary_change	boundary_changes
annexation	annexations
esophageal_problem	esophageal_problems
guilty_plea	guilty_pleas
family_dynamic	family_dynamics
frequent_event	frequent_events
creation	creations
river_to_run_brown	rivers_to_run_brown
cheaper_price	cheaper_prices
buying_process_of_wholesale_cosmetic	buying_process_of_wholesale_cosmetics
paramyxovirus	paramyxoviruses
lost_school_record	lost_school_records
hormonal_issue	hormonal_issues
autoimmune_dysfunction	autoimmune_dysfunctions
increasing_trend_in_20-29_year_old_woman	increasing_trend_in_20-29_year_old_women
tumor_in_the_frontal_lobe_of_the_brain	tumors_in_the_frontal_lobe_of_the_brain
wrong_type_of_shoe	wrong_types_of_shoes
increase_in_the_cost_of_the_major_raw_material	increase_in_the_cost_of_the_major_raw_materials
dysplastic_hip	dysplastic_hips
human_and_material_loss	human_and_material_losses
speech	speeches
militia	militias
new_application	new_applications
change_in_the_concentration_of_greenhouse_gas	changes_in_the_concentration_of_greenhouse_gases
free_choice_of_moral_agent	free_choices_of_moral_agents
negative_unintended_consequence	negative_unintended_consequences
