Source	Target	Comment
stress	degenerative_disease	removed by SMT
stress	action	removed by SMT
stress	chemical	removed by SMT
stress	coccidiosis	removed by SMT
stress	physical_disorder	removed by SMT
stress	type_2_diabetes	removed by SMT
stress	family_problem	removed by SMT
stress	toxin	removed by SMT
stress	infection	removed by SMT
stress	weakness	removed by SMT
stress	health_complication	removed by SMT
stress	skin_irritation	removed by SMT
stress	malady	removed by SMT
stress	over-eating	removed by SMT
stress	hospitalization	removed by SMT
stress	spinal_misalignment	removed by SMT
stress	gastric_ulcer	removed by SMT
stress	decline	removed by SMT
stress	dermatitis	removed by SMT
stress	serious_condition	removed by SMT
stress	imbalance_in_the_body	removed by SMT
stress	increased_risk	removed by SMT
stress	migraine_attack	removed by SMT
stress	delay	removed by SMT
stress	coronary_heart_disease	removed by SMT
stress	skin_damage	removed by SMT
stress	cell	removed by SMT
stress	hemorrhoid	removed by SMT
stress	gene	removed by SMT
stress	feeling_of_guilt	removed by SMT
procrastination	failure	removed by SMT
accident	mortality	removed by SMT
accident	whiplash	removed by SMT
accident	health_problem	removed by SMT
accident	ptsd	removed by SMT
accident	skull_fracture	removed by SMT
accident	unemployment	removed by SMT
accident	traffic_congestion	removed by SMT
accident	vision_loss	removed by SMT
accident	repair	removed by SMT
accident	financial_difficulty	removed by SMT
accident	cerebral_palsy	removed by SMT
accident	severe_pain	removed by SMT
accident	retirement	removed by SMT
accident	event	removed by SMT
accident	head	removed by SMT
accident	disruption	removed by SMT
accident	shooting	removed by SMT
accident	contamination	removed by SMT
accident	psychological_trauma	removed by SMT
accident	tinnitus	removed by SMT
accident	anxiety	removed by SMT
accident	poverty	removed by SMT
disability	unemployment	removed by SMT
disability	social_exclusion	removed by SMT
disability	shame	removed by SMT
disability	barrier	removed by SMT
disability	psychological_distress	removed by SMT
disability	behavioral_problem	removed by SMT
seizure	symptom	removed by SMT
seizure	discovery	removed by SMT
seizure	complication	removed by SMT
seizure	fall	removed by SMT
seizure	hospitalization	removed by SMT
seizure	hypoglycemia	removed by SMT
seizure	nausea	removed by SMT
parkinson_'s_disease	death	removed by SMT
parkinson_'s_disease	problem	removed by SMT
parkinson_'s_disease	pneumonia	removed by SMT
parkinson_'s_disease	stiffness	removed by SMT
loss	headache	removed by SMT
loss	litigation	removed by SMT
loss	event	removed by SMT
concussion	traumatic_brain_injury	removed by SMT
concussion	head_injury	removed by SMT
concussion	dementia	removed by SMT
irritability	anger	removed by SMT
physical_problem	anxiety	removed by SMT
physical_problem	stress	removed by SMT
epilepsy	problem	removed by SMT
epilepsy	sudden_death	removed by SMT
epilepsy	symptom	removed by SMT
epilepsy	violence	removed by SMT
epilepsy	vision	removed by SMT
mortality	loss	removed by SMT
mortality	lost_productivity	removed by SMT
mortality	death	removed by SMT
trauma	dislocation	removed by SMT
trauma	mental_disorder	removed by SMT
trauma	adhesion	removed by SMT
trauma	pathology	removed by SMT
trauma	lesion	removed by SMT
trauma	cerebral_palsy	removed by SMT
trauma	emotion	removed by SMT
trauma	cancer	removed by SMT
trauma	growth	removed by SMT
trauma	shock	removed by SMT
trauma	distress	removed by SMT
trauma	damage_to_the_brain	removed by SMT
trauma	arrest	removed by SMT
trauma	event	removed by SMT
trauma	behavioral_problem	removed by SMT
trauma	physical_stress	removed by SMT
trauma	subdural_hematoma	removed by SMT
trauma	pressure	removed by SMT
trauma	fibrosis	removed by SMT
trauma	physical_pain	removed by SMT
trauma	vertigo	removed by SMT
trauma	severe_injury	removed by SMT
trauma	psoriasis	removed by SMT
trauma	medical_problem	removed by SMT
trauma	ulcer	removed by SMT
trauma	sudden_death	removed by SMT
resistance	discomfort	removed by SMT
resistance	anxiety	removed by SMT
resistance	delay	removed by SMT
resistance	rebellion	removed by SMT
mental_illness	impairment	removed by SMT
mental_illness	behavioral_problem	removed by SMT
mental_illness	anxiety	removed by SMT
mental_illness	depression	removed by SMT
mental_illness	obesity	removed by SMT
mental_illness	anger	removed by SMT
mental_illness	physical_problem	removed by SMT
terrorism	emergency	removed by SMT
terrorism	anxiety	removed by SMT
terrorism	instability	removed by SMT
suffering	illness	removed by SMT
suffering	violence	removed by SMT
suffering	happiness	removed by SMT
suffering	life	removed by SMT
conflict	harm	removed by SMT
conflict	insecurity	removed by SMT
conflict	misunderstanding	removed by SMT
conflict	tragedy	removed by SMT
conflict	trouble	removed by SMT
conflict	crash	removed by SMT
conflict	battle	removed by SMT
conflict	delay	removed by SMT
conflict	division	removed by SMT
conflict	action	removed by SMT
conflict	terrorism	removed by SMT
anxiety	disease	removed by SMT
anxiety	discomfort	removed by SMT
anxiety	health_issue	removed by SMT
anxiety	sickness	removed by SMT
anxiety	chronic_pain	removed by SMT
anxiety	irritable_bowel_syndrome	removed by SMT
anxiety	forgetfulness	removed by SMT
anxiety	weakness	removed by SMT
anxiety	physical_pain	removed by SMT
anxiety	seizure	removed by SMT
anxiety	tinnitus	removed by SMT
anxiety	addiction	removed by SMT
anxiety	ulcer	removed by SMT
anxiety	ptsd	removed by SMT
anxiety	low_self-esteem	removed by SMT
anxiety	abdominal_pain	removed by SMT
anxiety	physiological_symptom	removed by SMT
anxiety	psychological_disorder	removed by SMT
anxiety	disruption	removed by SMT
anxiety	event	removed by SMT
anxiety	anorexia	removed by SMT
anxiety	phobia	removed by SMT
anxiety	inflammatory_bowel_disease	removed by SMT
anxiety	situation	removed by SMT
anxiety	obsession	removed by SMT
anxiety	chronic_illness	removed by SMT
anxiety	tremor	removed by SMT
anxiety	absence	removed by SMT
rebellion	destruction	removed by SMT
rebellion	chaos	removed by SMT
shame	violence	removed by SMT
shame	stigma	removed by SMT
guilt	anger	removed by SMT
guilt	low_self-esteem	removed by SMT
guilt	despair	removed by SMT
guilt	disorder	removed by SMT
guilt	horror	removed by SMT
explosion	personal_injury	removed by SMT
explosion	structural_damage	removed by SMT
explosion	panic	removed by SMT
explosion	compound	removed by SMT
explosion	hole	removed by SMT
war	malnutrition	removed by SMT
war	starvation	removed by SMT
war	despair	removed by SMT
war	political_instability	removed by SMT
war	instability	removed by SMT
war	pollution	removed by SMT
war	health_problem	removed by SMT
war	victory	removed by SMT
war	interruption	removed by SMT
war	blood	removed by SMT
war	fire	removed by SMT
war	hatred	removed by SMT
war	fraud	removed by SMT
war	natural_disaster	removed by SMT
frustration	behavioral_problem	removed by SMT
frustration	rage	removed by SMT
frustration	burnout	removed by SMT
frustration	reaction	removed by SMT
frustration	protest	removed by SMT
frustration	conflict	removed by SMT
frustration	despair	removed by SMT
brain_damage	symptom	removed by SMT
brain_damage	confusion	removed by SMT
brain_damage	behavior	removed by SMT
brain_damage	deficit	removed by SMT
brain_damage	hearing_loss	removed by SMT
brain_damage	vascular_dementia	removed by SMT
cerebral_palsy	brain_damage	removed by SMT
cerebral_palsy	speech	removed by SMT
cp	disability	removed by SMT
autism	condition	removed by SMT
autism	struggle	removed by SMT
autism	epilepsy	removed by SMT
autism	behavioral_problem	removed by SMT
autism	delay	removed by SMT
mental_retardation	problem	removed by SMT
disorder	premature_death	removed by SMT
disorder	cirrhosis	removed by SMT
disorder	tremor	removed by SMT
disorder	nausea	removed by SMT
disorder	low_vision	removed by SMT
disorder	heart_problem	removed by SMT
disorder	deformity	removed by SMT
disorder	weight_gain	removed by SMT
disorder	vision_loss	removed by SMT
disorder	severe_pain	removed by SMT
disorder	vertigo	removed by SMT
disorder	issue	removed by SMT
disorder	feeling	removed by SMT
disorder	medical_complication	removed by SMT
disorder	insulin_resistance	removed by SMT
disorder	emotional_problem	removed by SMT
disorder	bacteria	removed by SMT
disorder	anemia	removed by SMT
disorder	sleep_problem	removed by SMT
dementia	incontinence	removed by SMT
dementia	change	removed by SMT
dementia	loss	removed by SMT
condition	crime	removed by SMT
condition	medical_problem	removed by SMT
condition	collapse	removed by SMT
condition	development	removed by SMT
condition	varicose_vein	removed by SMT
condition	spasm	removed by SMT
condition	respiratory_failure	removed by SMT
condition	surgery	removed by SMT
condition	anorexia	removed by SMT
condition	hirsutism	removed by SMT
condition	low_birth_weight	removed by SMT
condition	loss_of_appetite	removed by SMT
condition	great_depression	removed by SMT
condition	riot	removed by SMT
condition	neurological_disorder	removed by SMT
condition	convulsion	removed by SMT
condition	sore	removed by SMT
condition	social_problem	removed by SMT
condition	tension	removed by SMT
condition	birth_defect	removed by SMT
condition	excessive_bleeding	removed by SMT
condition	maltreatment	removed by SMT
condition	bladder_infection	removed by SMT
condition	concern	removed by SMT
condition	smoking	removed by SMT
condition	forgetfulness	removed by SMT
condition	mold_growth	removed by SMT
condition	deficiency	removed by SMT
condition	eye_problem	removed by SMT
condition	mental_illness	removed by SMT
condition	imbalance	removed by SMT
condition	chronic_kidney_disease	removed by SMT
condition	immobility	removed by SMT
condition	destruction	removed by SMT
condition	developmental_problem	removed by SMT
condition	shoulder_pain	removed by SMT
condition	gangrene	removed by SMT
condition	arrhythmia	removed by SMT
condition	loss_of_income	removed by SMT
condition	urinary_tract_infection	removed by SMT
condition	severe_injury	removed by SMT
condition	broken_bone	removed by SMT
condition	social_isolation	removed by SMT
condition	astigmatism	removed by SMT
condition	strain	removed by SMT
condition	allergy	removed by SMT
condition	pelvic_inflammatory_disease	removed by SMT
condition	acid_reflux	removed by SMT
condition	subluxation	removed by SMT
condition	damage_to_the_eye	removed by SMT
condition	migration	removed by SMT
condition	disfigurement	removed by SMT
condition	hiv	removed by SMT
condition	ectopic_pregnancy	removed by SMT
condition	foot_problem	removed by SMT
condition	hydrocephalus	removed by SMT
condition	paranoia	removed by SMT
condition	mania	removed by SMT
condition	burnout	removed by SMT
condition	potassium_deficiency	removed by SMT
loss_of_memory	confusion	removed by SMT
speech	pain	removed by SMT
adhd	anxiety	removed by SMT
adhd	depression	removed by SMT
adhd	sleep_disturbance	removed by SMT
crime	murder	removed by SMT
crime	guilt	removed by SMT
behavior	isolation	removed by SMT
behavior	substance_abuse	removed by SMT
behavior	confusion	removed by SMT
behavior	crime	removed by SMT
behavior	termination	removed by SMT
behavior	aid	removed by SMT
behavior	dehydration	removed by SMT
behavior	health	removed by SMT
behavior	discharge	removed by SMT
behavior	disruption	removed by SMT
behavior	shame	removed by SMT
behavior	removal	removed by SMT
behavior	war	removed by SMT
behavior	serious_health_problem	removed by SMT
behavior	incident	removed by SMT
behavior	serious_consequence	removed by SMT
deficit	depression	removed by SMT
birth_defect	seizure	removed by SMT
birth_defect	deformity	removed by SMT
birth_defect	suffering	removed by SMT
hearing_loss	speech	removed by SMT
hearing_loss	fatigue	removed by SMT
psychiatric_disorder	headache	removed by SMT
psychiatric_disorder	symptom	removed by SMT
syndrome	disability	removed by SMT
syndrome	depression	removed by SMT
syndrome	seizure	removed by SMT
syndrome	complication	removed by SMT
syndrome	stroke	removed by SMT
syndrome	muscle_weakness	removed by SMT
syndrome	insulin_resistance	removed by SMT
syndrome	obesity	removed by SMT
syndrome	hemorrhage	removed by SMT
psychosis	symptom	removed by SMT
difficulty	error	removed by SMT
difficulty	stress	removed by SMT
difficulty	homelessness	removed by SMT
mental_disorder	suicide	removed by SMT
mental_disorder	mortality	removed by SMT
feeling	thought	removed by SMT
feeling	withdrawal	removed by SMT
feeling	happiness	removed by SMT
feeling	resentment	removed by SMT
feeling	shame	removed by SMT
feeling	problem	removed by SMT
feeling	overeating	removed by SMT
feeling	low_self-esteem	removed by SMT
feeling	frustration	removed by SMT
action	emotion	removed by SMT
action	poverty	removed by SMT
action	hurt	removed by SMT
action	error	removed by SMT
action	punishment	removed by SMT
action	emotional_distress	removed by SMT
action	incident	removed by SMT
action	infection	removed by SMT
action	benefit	removed by SMT
action	tension	removed by SMT
action	condition	removed by SMT
action	strike	removed by SMT
action	family	removed by SMT
action	complaint	removed by SMT
action	personal_injury	removed by SMT
action	displacement	removed by SMT
action	evil	removed by SMT
action	judgment	removed by SMT
action	discipline	removed by SMT
action	financial_crisis	removed by SMT
action	improvement	removed by SMT
pain	illness	removed by SMT
pain	restlessness	removed by SMT
pain	damage	removed by SMT
pain	shock	removed by SMT
pain	interference	removed by SMT
pain	chronic_pain	removed by SMT
pain	delirium	removed by SMT
pain	suicide	removed by SMT
pain	constipation	removed by SMT
pain	psychological_problem	removed by SMT
pain	compassion	removed by SMT
pain	medical_bill	removed by SMT
pain	loss	removed by SMT
pain	blurred_vision	removed by SMT
pain	severe_pain	removed by SMT
pain	belief	removed by SMT
pain	abuse	removed by SMT
pain	danger	removed by SMT
thought	symptom	removed by SMT
thought	suffering	removed by SMT
withdrawal	delirium	removed by SMT
withdrawal	fatigue	removed by SMT
